Index	Chromosome	Position
314	A1	76
327	A1	76
341	A1	76
342	A1	76
369	A1	76
373	A1	76
380	A1	76
289	A1	77
315	A1	77
321	A1	77
323	A1	77
346	A1	77
347	A1	77
351	A1	77
356	A1	77
365	A1	77
368	A1	77
292	A1	78
366	A1	78
13621	A1	78
13623	A1	78
354	A1	79
358	A1	79
375	A1	79
378	A1	79
383	A1	79
10098	A1	79
317	A1	80
326	A1	80
345	A1	80
382	A1	80
13626	A1	81
13641	A1	81
371	A1	82
376	A1	82
377	A1	82
381	A1	82
13624	A1	82
13625	A1	82
357	A1	83
13622	A1	83
13675	A1	83
415	A1	84
433	A1	84
13640	A1	84
344	A1	85
13627	A1	85
355	A1	86
413	A1	86
13619	A1	86
409	A1	87
410	A1	87
416	A1	87
417	A1	87
444	A1	87
364	A1	88
367	A1	88
438	A1	88
439	A1	88
13618	A1	88
13620	A1	88
336	A1	89
440	A1	89
12799	A1	89
441	A1	90
446	A1	90
454	A1	90
13617	A1	90
451	A1	91
455	A1	91
400	A1	92
456	A1	92
442	A1	93
443	A1	93
448	A1	93
452	A1	93
447	A1	94
390	A1	98
389	A1	99
391	A1	99
399	A1	99
10217	A1	99
867	A2	0
890	A2	0
13667	A2	0
891	A2	1
939	A2	2
947	A2	2
936	A2	3
941	A2	3
948	A2	3
937	A2	4
979	A2	4
1001	A2	4
1033	A2	4
1062	A2	4
778	A2	5
820	A2	5
1011	A2	5
1038	A2	5
1057	A2	5
1069	A2	5
1074	A2	5
1099	A2	5
792	A2	6
860	A2	6
862	A2	6
863	A2	6
1039	A2	6
1121	A2	6
736	A2	7
830	A2	7
861	A2	7
1018	A2	7
1118	A2	7
1132	A2	7
1134	A2	7
7313	A2	7
835	A2	8
1073	A2	8
1127	A2	8
1128	A2	8
1139	A2	8
1141	A2	8
1144	A2	8
1146	A2	8
1160	A2	9
1129	A2	10
1151	A2	10
1162	A2	10
1163	A2	10
738	A2	11
1047	A2	11
1140	A2	11
758	A2	12
1136	A2	12
1138	A2	12
1142	A2	12
1153	A2	12
1168	A2	12
1143	A2	13
7221	A2	13
7329	A2	13
1165	A2	14
1169	A2	14
1172	A2	14
1173	A2	14
1219	A2	14
1222	A2	14
1226	A2	14
1181	A2	15
1184	A2	15
1159	A2	16
1167	A2	16
1180	A2	16
1185	A2	16
1186	A2	16
1188	A2	16
1148	A2	17
1152	A2	17
1154	A2	17
1156	A2	17
1171	A2	17
1174	A2	17
1179	A2	17
1187	A2	17
1233	A2	17
1158	A2	18
1189	A2	18
1201	A2	18
1221	A2	18
1247	A2	19
1145	A2	20
1147	A2	20
1182	A2	20
1199	A2	20
1203	A2	20
1204	A2	20
1217	A2	20
1220	A2	20
1251	A2	20
1304	A2	20
1164	A2	21
1176	A2	21
1228	A2	22
1230	A2	22
1231	A2	22
1232	A2	22
1270	A2	22
1177	A2	23
1223	A2	23
1225	A2	23
1239	A2	23
1240	A2	23
1242	A2	23
1243	A2	23
1245	A2	23
1246	A2	23
1248	A2	23
1261	A2	23
1274	A2	23
1281	A2	23
1282	A2	23
1284	A2	23
1293	A2	23
9886	A2	23
1207	A2	24
1235	A2	24
1275	A2	24
1277	A2	24
1290	A2	24
1208	A2	25
1211	A2	25
1212	A2	25
1224	A2	25
1236	A2	25
1238	A2	25
1257	A2	25
1266	A2	25
1292	A2	25
1298	A2	25
1301	A2	25
1155	A2	26
1206	A2	26
1227	A2	26
1250	A2	26
1255	A2	26
1278	A2	26
1283	A2	26
1288	A2	26
1320	A2	26
1209	A2	27
1210	A2	27
1214	A2	27
1253	A2	27
1280	A2	27
1285	A2	27
1306	A2	27
1315	A2	27
1319	A2	27
1328	A2	27
1213	A2	28
1234	A2	28
1254	A2	28
1269	A2	28
1279	A2	28
1291	A2	28
1314	A2	28
1323	A2	28
10709	A2	28
13664	A2	28
1244	A2	29
1267	A2	29
1268	A2	29
1271	A2	29
1286	A2	29
1287	A2	29
1302	A2	29
1309	A2	29
1322	A2	29
1344	A2	29
1348	A2	29
1258	A2	30
1262	A2	30
1263	A2	30
1265	A2	30
1272	A2	30
1273	A2	30
1299	A2	30
1324	A2	30
11457	A2	30
13151	A2	30
1249	A2	31
1252	A2	31
1294	A2	31
1316	A2	31
1321	A2	31
1338	A2	31
1352	A2	31
4307	A2	31
13152	A2	31
1202	A2	32
1297	A2	32
1303	A2	32
1305	A2	32
1317	A2	32
1327	A2	32
1259	A2	33
1307	A2	33
1325	A2	33
1339	A2	33
1353	A2	33
1358	A2	33
1362	A2	33
1379	A2	33
702	A2	34
1308	A2	34
1335	A2	34
1351	A2	34
1356	A2	34
1361	A2	34
8910	A2	34
12526	A2	34
712	A2	35
1289	A2	35
1336	A2	35
1340	A2	35
1357	A2	35
1359	A2	35
1360	A2	35
709	A2	36
710	A2	36
722	A2	36
1312	A2	36
1332	A2	36
1342	A2	36
1355	A2	36
1363	A2	36
1365	A2	36
746	A2	37
780	A2	37
1326	A2	37
1330	A2	37
1333	A2	37
1347	A2	37
1364	A2	37
1366	A2	37
8913	A2	37
12511	A2	37
700	A2	38
753	A2	38
1334	A2	38
1343	A2	38
705	A2	39
1341	A2	39
1346	A2	39
1375	A2	39
695	A2	40
696	A2	40
1329	A2	40
7711	A2	40
9605	A2	40
699	A2	41
707	A2	41
711	A2	41
713	A2	41
716	A2	41
720	A2	41
752	A2	41
781	A2	41
807	A2	41
1318	A2	41
1369	A2	41
1371	A2	41
1372	A2	41
1373	A2	41
1382	A2	41
12794	A2	41
701	A2	42
725	A2	42
749	A2	42
1349	A2	42
1354	A2	42
10883	A2	42
12679	A2	42
698	A2	43
703	A2	43
726	A2	43
732	A2	43
759	A2	43
1367	A2	43
1376	A2	43
1378	A2	43
1380	A2	43
708	A2	44
714	A2	44
717	A2	44
724	A2	44
731	A2	44
745	A2	44
782	A2	44
1345	A2	44
1370	A2	44
7710	A2	44
715	A2	45
718	A2	45
721	A2	45
730	A2	45
735	A2	45
741	A2	45
744	A2	45
748	A2	45
751	A2	45
757	A2	45
769	A2	45
1368	A2	45
697	A2	46
719	A2	46
740	A2	46
742	A2	46
747	A2	46
764	A2	46
765	A2	46
777	A2	46
779	A2	46
854	A2	46
727	A2	47
734	A2	47
755	A2	47
794	A2	47
754	A2	48
767	A2	48
770	A2	48
804	A2	48
840	A2	48
858	A2	48
884	A2	48
4308	A2	48
774	A2	49
783	A2	49
784	A2	49
787	A2	49
790	A2	49
795	A2	49
802	A2	49
841	A2	49
843	A2	49
844	A2	49
852	A2	49
737	A2	50
760	A2	50
763	A2	50
766	A2	50
768	A2	50
773	A2	50
789	A2	50
797	A2	50
800	A2	50
805	A2	50
812	A2	50
839	A2	50
693	A2	51
761	A2	51
772	A2	51
798	A2	51
799	A2	51
803	A2	51
808	A2	51
809	A2	51
814	A2	51
819	A2	51
822	A2	51
823	A2	51
829	A2	51
13270	A2	51
775	A2	52
785	A2	52
801	A2	52
824	A2	52
827	A2	52
837	A2	52
838	A2	52
842	A2	52
859	A2	52
865	A2	52
694	A2	53
756	A2	53
762	A2	53
806	A2	53
813	A2	53
817	A2	53
821	A2	53
826	A2	53
832	A2	53
836	A2	53
845	A2	53
856	A2	53
864	A2	53
866	A2	53
771	A2	54
793	A2	54
815	A2	54
816	A2	54
833	A2	54
849	A2	54
857	A2	54
704	A2	55
739	A2	55
776	A2	55
788	A2	55
868	A2	55
723	A2	56
733	A2	56
750	A2	56
786	A2	56
914	A2	56
791	A2	57
825	A2	57
848	A2	57
871	A2	57
873	A2	57
876	A2	57
880	A2	57
881	A2	57
882	A2	57
883	A2	57
12061	A2	57
818	A2	58
828	A2	58
855	A2	58
872	A2	58
877	A2	58
895	A2	58
933	A2	58
3735	A2	58
3737	A2	58
8961	A2	58
811	A2	59
851	A2	59
874	A2	59
885	A2	59
899	A2	59
911	A2	59
3741	A2	59
743	A2	60
870	A2	60
889	A2	60
900	A2	60
901	A2	60
903	A2	60
905	A2	60
912	A2	60
913	A2	60
915	A2	60
13652	A2	60
846	A2	61
850	A2	61
869	A2	61
902	A2	61
904	A2	61
906	A2	61
3742	A2	61
796	A2	62
7257	A2	62
11552	A2	62
13653	A2	62
706	A2	63
853	A2	63
892	A2	63
909	A2	63
910	A2	63
932	A2	63
13603	A2	63
908	A2	64
3738	A2	64
3739	A2	64
879	A2	65
916	A2	65
935	A2	65
956	A2	65
957	A2	65
958	A2	65
959	A2	65
960	A2	65
729	A2	66
875	A2	66
907	A2	66
925	A2	66
955	A2	66
973	A2	66
974	A2	66
975	A2	66
1381	A2	66
917	A2	67
918	A2	67
920	A2	67
922	A2	67
954	A2	67
961	A2	67
12714	A2	67
886	A2	68
887	A2	68
888	A2	68
919	A2	68
951	A2	68
953	A2	68
970	A2	68
971	A2	68
10653	A2	68
921	A2	69
923	A2	69
926	A2	69
952	A2	69
972	A2	69
898	A2	70
934	A2	70
930	A2	71
931	A2	71
967	A2	71
968	A2	71
969	A2	71
962	A2	72
982	A2	72
983	A2	72
989	A2	72
990	A2	72
991	A2	72
7263	A2	72
928	A2	73
980	A2	73
992	A2	74
1046	A2	74
981	A2	75
993	A2	75
994	A2	75
1064	A2	75
949	A2	76
10174	A2	76
945	A2	77
1002	A2	77
10198	A2	78
940	A2	79
966	A2	79
988	A2	79
1003	A2	79
1005	A2	79
1023	A2	79
1010	A2	80
1028	A2	80
1029	A2	80
1037	A2	80
1122	A2	80
950	A2	81
977	A2	81
999	A2	81
1013	A2	81
1044	A2	81
978	A2	82
985	A2	82
1006	A2	82
1009	A2	82
1014	A2	82
1031	A2	82
1032	A2	82
1040	A2	82
1042	A2	82
997	A2	83
1041	A2	83
1043	A2	83
1066	A2	83
1068	A2	83
1108	A2	83
10222	A2	83
1000	A2	84
1048	A2	84
10642	A2	84
10677	A2	84
987	A2	85
1025	A2	85
1030	A2	85
1049	A2	85
1102	A2	85
984	A2	86
986	A2	86
998	A2	86
1020	A2	86
1027	A2	86
1045	A2	86
1050	A2	86
1061	A2	86
1063	A2	86
1026	A2	87
1112	A2	87
8588	A2	87
995	A2	88
1017	A2	88
1052	A2	88
1054	A2	88
1055	A2	88
1056	A2	88
1105	A2	88
1106	A2	88
1109	A2	88
1004	A2	89
1058	A2	89
1059	A2	89
1060	A2	89
1007	A2	90
1012	A2	90
1071	A2	90
1100	A2	90
1115	A2	90
1126	A2	90
1008	A2	91
1016	A2	91
1022	A2	91
1034	A2	91
1035	A2	91
1036	A2	91
1053	A2	91
1067	A2	91
1104	A2	91
1107	A2	91
1125	A2	91
1101	A2	92
1117	A2	92
1120	A2	92
1124	A2	92
1065	A2	93
1075	A2	93
1051	A2	94
1076	A2	94
1123	A2	95
10220	A2	95
1070	A2	96
1072	A2	96
1103	A2	97
1110	A2	99
1111	A2	99
1113	A2	99
1114	A2	99
1116	A2	99
1119	A2	99
1722	A3	0
1790	A3	0
1919	A3	0
2027	A3	0
2200	A3	0
2203	A3	1
2224	A3	1
2248	A3	1
2259	A3	1
2291	A3	1
2303	A3	1
1415	A3	2
2245	A3	2
2315	A3	2
2445	A3	2
1389	A3	3
1425	A3	3
1484	A3	3
1516	A3	3
1537	A3	3
2359	A3	3
2419	A3	3
2421	A3	3
2434	A3	3
1644	A3	4
1584	A3	5
1614	A3	5
1615	A3	5
1658	A3	5
1675	A3	5
1696	A3	5
1706	A3	5
1707	A3	6
1720	A3	6
1736	A3	6
1748	A3	6
1749	A3	6
1791	A3	6
1846	A3	6
2225	A3	6
2255	A3	6
2392	A3	6
1751	A3	7
1767	A3	7
1768	A3	7
1819	A3	7
1827	A3	7
1880	A3	7
1787	A3	8
1925	A3	8
1945	A3	8
1968	A3	8
1981	A3	8
2023	A3	8
2061	A3	8
2063	A3	8
11768	A3	8
11771	A3	8
1910	A3	9
1941	A3	9
1954	A3	9
2111	A3	9
2151	A3	9
2079	A3	10
2130	A3	10
2143	A3	10
2283	A3	10
13685	A3	10
1692	A3	11
2201	A3	11
2236	A3	11
2239	A3	11
2264	A3	11
2296	A3	11
2298	A3	11
1854	A3	12
1896	A3	12
2205	A3	12
2226	A3	12
2207	A3	13
2276	A3	13
12760	A3	13
2050	A3	14
2052	A3	14
2220	A3	14
2222	A3	14
2246	A3	14
2204	A3	15
2221	A3	15
2257	A3	15
2301	A3	15
2317	A3	15
7817	A3	15
2208	A3	16
2215	A3	16
2216	A3	16
2232	A3	16
2240	A3	16
2186	A3	17
2202	A3	17
2247	A3	17
2249	A3	17
2253	A3	17
2286	A3	17
2290	A3	17
2294	A3	17
2297	A3	17
1885	A3	18
2209	A3	18
2210	A3	18
2217	A3	18
2265	A3	18
2293	A3	18
2213	A3	19
2367	A3	19
7830	A3	19
2241	A3	20
2256	A3	20
2316	A3	20
1403	A3	21
2212	A3	21
2218	A3	21
2254	A3	21
2258	A3	21
2266	A3	21
2268	A3	21
2281	A3	21
2284	A3	21
2288	A3	21
2339	A3	21
2252	A3	22
2267	A3	22
2271	A3	22
2233	A3	23
2242	A3	23
2250	A3	23
2274	A3	23
2285	A3	23
2287	A3	23
2331	A3	23
1461	A3	24
2272	A3	24
2277	A3	24
2279	A3	24
2292	A3	24
2310	A3	24
2322	A3	24
2328	A3	24
2372	A3	24
1414	A3	25
2318	A3	25
2323	A3	25
2336	A3	25
2345	A3	25
2346	A3	25
2354	A3	25
2229	A3	26
2237	A3	26
2304	A3	26
2305	A3	26
2307	A3	26
2312	A3	26
2314	A3	26
2337	A3	26
2341	A3	26
2348	A3	26
2352	A3	26
2360	A3	26
1423	A3	27
1683	A3	27
2302	A3	27
2325	A3	27
2335	A3	27
2342	A3	27
2353	A3	27
2364	A3	27
2374	A3	27
2391	A3	27
7995	A3	27
2311	A3	28
2329	A3	28
2334	A3	28
2338	A3	28
2355	A3	28
2385	A3	28
2402	A3	28
2403	A3	28
2405	A3	28
13232	A3	28
1390	A3	29
1411	A3	29
2269	A3	29
2344	A3	29
2350	A3	29
2351	A3	29
2377	A3	29
2380	A3	29
2389	A3	29
2404	A3	29
2406	A3	29
13224	A3	29
1434	A3	30
2234	A3	30
2235	A3	30
2309	A3	30
2375	A3	30
2415	A3	30
2416	A3	30
2417	A3	30
2426	A3	30
2433	A3	30
2438	A3	30
2439	A3	30
13212	A3	30
2262	A3	31
2340	A3	31
2358	A3	31
2363	A3	31
2369	A3	31
2371	A3	31
2423	A3	31
2424	A3	31
2435	A3	31
2436	A3	31
2437	A3	31
2440	A3	31
1418	A3	32
2263	A3	32
2313	A3	32
2356	A3	32
2370	A3	32
2379	A3	32
2414	A3	32
13217	A3	32
1383	A3	33
1399	A3	33
1404	A3	33
1421	A3	33
1422	A3	33
1441	A3	33
1444	A3	33
1462	A3	33
1464	A3	33
2244	A3	33
2289	A3	33
2327	A3	33
2347	A3	33
2366	A3	33
2382	A3	33
2393	A3	33
2407	A3	33
2429	A3	33
2441	A3	33
12887	A3	33
1401	A3	34
1416	A3	34
1420	A3	34
1424	A3	34
1433	A3	34
1436	A3	34
1437	A3	34
1443	A3	34
2278	A3	34
2319	A3	34
2320	A3	34
2349	A3	34
2361	A3	34
2362	A3	34
11960	A3	34
1429	A3	35
1432	A3	35
1435	A3	35
2251	A3	35
2270	A3	35
2295	A3	35
2306	A3	35
2321	A3	35
2444	A3	35
11248	A3	35
1397	A3	36
1405	A3	36
1428	A3	36
1446	A3	36
1447	A3	36
1592	A3	36
2280	A3	36
2300	A3	36
2376	A3	36
2378	A3	36
2400	A3	36
2422	A3	36
2448	A3	36
1384	A3	37
1386	A3	37
1387	A3	37
1388	A3	37
1393	A3	37
1395	A3	37
1400	A3	37
1439	A3	37
1463	A3	37
2238	A3	37
2381	A3	37
2411	A3	37
2447	A3	37
8984	A3	37
1402	A3	38
1407	A3	38
1427	A3	38
1440	A3	38
1442	A3	38
1460	A3	38
1467	A3	38
1540	A3	38
1559	A3	38
2384	A3	38
8036	A3	38
13703	A3	38
1410	A3	39
1426	A3	39
1431	A3	39
1438	A3	39
1449	A3	39
1466	A3	39
1468	A3	39
1499	A3	39
2299	A3	39
2308	A3	39
2368	A3	39
2401	A3	39
2427	A3	39
2428	A3	39
6422	A3	39
13219	A3	39
1430	A3	40
1454	A3	40
1465	A3	40
1498	A3	40
1504	A3	40
1505	A3	40
1510	A3	40
1511	A3	40
1536	A3	40
1546	A3	40
1625	A3	40
2387	A3	40
2420	A3	40
13225	A3	40
1385	A3	41
1394	A3	41
1396	A3	41
1398	A3	41
1412	A3	41
1419	A3	41
1456	A3	41
1493	A3	41
1497	A3	41
1501	A3	41
1503	A3	41
1506	A3	41
1507	A3	41
1508	A3	41
1533	A3	41
1544	A3	41
2326	A3	41
2332	A3	41
2386	A3	41
2390	A3	41
5135	A3	41
11856	A3	41
13688	A3	41
1409	A3	42
1413	A3	42
1417	A3	42
1455	A3	42
1469	A3	42
1502	A3	42
1509	A3	42
1522	A3	42
1558	A3	42
2388	A3	42
2425	A3	42
2442	A3	42
1445	A3	43
1451	A3	43
1453	A3	43
1513	A3	43
1515	A3	43
1517	A3	43
1545	A3	43
2383	A3	43
12043	A3	43
13238	A3	43
1457	A3	44
1459	A3	44
1512	A3	44
1514	A3	44
1519	A3	44
1527	A3	44
1528	A3	44
1563	A3	44
1575	A3	44
2395	A3	44
2396	A3	44
2397	A3	44
2398	A3	44
2399	A3	44
2430	A3	44
2431	A3	44
2432	A3	44
8041	A3	44
1477	A3	45
1492	A3	45
1549	A3	45
1551	A3	45
1582	A3	45
2446	A3	45
12889	A3	45
1408	A3	46
1448	A3	46
1475	A3	46
1524	A3	46
1560	A3	46
1569	A3	46
1580	A3	46
1581	A3	46
2443	A3	46
9002	A3	46
11408	A3	46
11413	A3	46
1392	A3	47
1406	A3	47
1450	A3	47
1476	A3	47
1482	A3	47
1483	A3	47
1489	A3	47
1525	A3	47
1542	A3	47
1547	A3	47
1555	A3	47
1556	A3	47
1557	A3	47
1579	A3	47
1600	A3	47
1604	A3	47
12890	A3	47
13533	A3	47
1452	A3	48
1471	A3	48
1481	A3	48
1500	A3	48
1518	A3	48
1526	A3	48
1543	A3	48
1550	A3	48
1554	A3	48
1564	A3	48
1572	A3	48
1594	A3	48
1608	A3	48
1619	A3	48
1626	A3	48
1687	A3	48
1391	A3	49
1478	A3	49
1479	A3	49
1486	A3	49
1490	A3	49
1491	A3	49
1521	A3	49
1534	A3	49
1562	A3	49
1565	A3	49
1567	A3	49
1574	A3	49
1620	A3	49
1624	A3	49
1628	A3	49
2275	A3	49
10590	A3	49
13530	A3	49
13579	A3	49
1488	A3	50
1523	A3	50
1539	A3	50
1552	A3	50
1616	A3	50
1629	A3	50
1659	A3	50
1589	A3	51
1601	A3	51
1609	A3	51
1613	A3	51
1630	A3	51
1631	A3	51
1632	A3	51
1636	A3	51
5136	A3	51
1458	A3	52
1473	A3	52
1570	A3	52
1573	A3	52
1603	A3	52
1606	A3	52
1611	A3	52
1621	A3	52
1627	A3	52
1648	A3	52
1480	A3	53
1494	A3	53
1548	A3	53
1605	A3	53
1607	A3	53
1637	A3	53
1641	A3	53
1664	A3	53
1667	A3	53
1678	A3	53
1682	A3	53
1727	A3	53
1729	A3	53
1730	A3	53
1553	A3	54
1568	A3	54
1576	A3	54
1635	A3	54
1643	A3	54
1655	A3	54
1657	A3	54
1676	A3	54
1681	A3	54
2330	A3	54
10571	A3	54
1529	A3	55
1530	A3	55
1577	A3	55
1578	A3	55
1583	A3	55
1586	A3	55
1633	A3	55
1672	A3	55
1726	A3	55
1769	A3	55
1585	A3	56
1587	A3	56
1591	A3	56
1593	A3	56
1598	A3	56
1599	A3	56
1649	A3	56
1650	A3	56
1652	A3	56
1661	A3	56
1665	A3	56
1668	A3	56
1677	A3	56
